,oare_id,label,excavation_no,transliteration,pdf
4272,92803d8c-9e53-4d6f-96a2-bda0c4ae4051,Cuneiform Tablet Kt 94/k 1258 (AKT 6e 1075),Kt 94/k 1258,21 GÚ 51.5 ma-na a-wi-it i-na-a ù DAM.GÀR-ri-im 5 ma-na LÁ 4 GÍN.TA da-tum iš-tù a-lim{ki} a-dí kà-ni-iš-ki ik-šu-ud 15 GÍN.TA qá-qá-dá-tum 7 ma-na ni-ga-lu-ú a-na ta-ší-a-tim gám-ru-ú 1 ANŠE-kà i-na na-ší-lá-an i-mu-ut-ma 15 GÍN KÙ.BABBAR áš-qúl-ma áš-a-am kà-ṣa-ru-um i-mu-ut-ma ù-ṣú-ur-ša-IŠTAR DUMU ili5-mì-tí a-gu5-ur 10 GÍN KÙ.BABBAR áš-qúl 1.5 ma-na.TA ú-ku-ul-tum 1 ma-na mu-ṭá AN.NA-ak qá-tim 0.5 ma-na ta-ak-ší-ir-tum 6 GÍN KÙ.BABBAR ni-is-ḫa-at 6 ANŠE-ri-kà i-na ma-a-ma áš-qúl 2 ANŠE.ḪI-ri iš-tù ma-a-ma a-dì ú-ni-ip-sí-im a-gu5-ur-ma 3 GÍN KÙ.BABBAR áš-qúl,6e
4273,9298628f-c336-4602-a716-deb96f7802a7,Cuneiform Tablet Kt 91/k 456 (AKT 8 98),Kt 91/k 456,1 {TÚG}ku-ta-nam šu-li DUMU PUZUR4-a-bé-eḫ a-lá-ḫa-am a-ḫu-šu a-na e-lá-ma ú-kà-a-an šu-ma lá ú-kà-i-in KÙ.BABBAR 0.5 ma-na šu-li a-na e-lá-ma i-ša-qal iš-tù ḫa-mu-uš-tim ša a-šùr-ma-lik ṣa-lá-mì-im ki-ma a-wa-at kà-ri-im a-na 1 ma-na-e-em ṣí-ib-tám ú-ṣa-áb lí-mu-um ša qá-té ba-zi-a DUMU šé-pá-lim ITU.KAM na-ar-ma-ak-a-šur ša ki-na-tim IGI ir-ma-a-šùr IGI na-ar-me-a IGI en-nam-{d}IŠKUR IGI ri-ma-nim,8
4274,92abc2c0-8f46-469e-a15d-072e046684ee,Cuneiform Tablet Kt 92/k 104 (AKT 8 319),Kt 92/k 104,31 {TÚG}ku-ta-nu ša i-dí-sú-in 30 {TÚG}ku-ta-nu ša aḫ-ša-lim 46 {TÚG}ku-ta-nu ša ḫi-na-a ù ú-ṣú-ra-nim 21 {TÚG}ku-ta-nu ša a-šur-SIPA 36 {TÚG}ku-ta-nu ša u-IŠTAR 28 {TÚG}ku-ta-nu ša en-na-sú-in 24 {TÚG}ku-ta-nu ša lá-qé-ep 18 {TÚG}ku-ta-nu ša DAM.GÀR 7 {TÚG}ku-ta-nu ú-lá kà-an-ku 14 TÚG ni-is-ḫa-tum 17 TÚG a ší-mì-im,8
4277,93040e53-ffd8-43ef-a7be-163d7a58fcb4,Cuneiform Tablet Kt 94/k 1251 (AKT 6b 305),Kt 94/k 1251,5 GÚ URUDU iš-tí ku-ur-zi-a ù šu-ni-sà-ba iš-tù ḫa-mu-uš-tim ša a-bi-ì-lí a-na 4 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITU.KAM a-lá-na-tim li-mu-um a-al-DU10 3 GÚ 23 ma-na URUDU iš-tí ì-lí-iš-ta-kál 5 GÚ URUDU iš-tí ku-ra u4-mu-šu 1 ITU.KAM e-tí-qú 4 GÚ URUDU KI a-šur-i-mì-tí iš-tù ḫa-mu-uš-tim ša ku-lu-uk-lu a-na 3 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša i qá-tí a-al-DU10 il5-qé-ú ša mì-ma a-we-li a-ni-ú-tim ṭup-pì-šu-nu ḫa-ru-mu-tim a-na a-ta-ta DUMU LUGAL-sú-in e-zi-ib IGI a-šur-i-mì-tí IGI a-al-DU10 IGI aḫ-ša-lim DUMU i-dí-IŠTAR,6b
4278,9307fb71-4434-4963-b560-b717430b2332,Cuneiform Tablet Kt 91/k 548 (AKT 8 338),Kt 91/k 548,2 {TÚG}ma-ku-ḫa-an iš-tí šu-ku-bi-im 1 {TÚG}na-aḫ-lá-áp-tám a-na be-el a-lim a-na bu-zu-li-a ú-kà-il5 <gap> 20 ma-na URUDU iš-ti ib-ni-{d}UTU <gap> ša a-mur-{d}UTU 8.5 GÍN KÙ.BABBAR iš-tí sú-e-ta-ta,8
4279,930fc410-c565-4bd8-bf9e-1164f5f95b2c,Cuneiform Tablet Kt 94/k 1024 (AKT 6b 488),Kt 94/k 1024,KIŠIB da-da-a DUMU šu-ku-bi-im KIŠIB ì-lí-TAB.BA DUMU a-šùr-DU10 KIŠIB a-šùr-SIPA DUMU a-šur-iš-tí-kál 1 ma-na KÙ.BABBAR i-ṣé-er a-šur-SIPA DUMU a-šur-iš-tí-kál a-lá-ḫu-um i-šu ITU.1.KAM ša sà-ra-tim li-mu-um ša qá-tí a-šur-i-mì-tí ma-lá-ḫi-im 0.33333 ma-na.TA i-na ša-tim i-ša-qal šu-ma i-na ma-lá u4-me-šu 0.33333 ma-na KÙ.BABBAR lá iš-qú-ul 0.5 GÍN.TA a-na 0.33333 ma-na-im ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-ab KIŠIB ku-ku-a DUMU ma-nu-ki-ì-lí-a KIŠIB da-da-a DUMU bu-zi KIŠIB ì-lí-dan DUMU i-dí-a-šùr 21 GÚ ša-áp-tám ša kà-né-eš ša É.GAL-lim en-um-a-šùr DUMU šál-ma-a-šur a-na ì-lí-dan i-na ku-bur-na-at i-ša-qal-ma ṣú-ḫa-ru ša en-um-a-šùr ša-lim-ar-dí 21 GÚ SÍG.ḪI.A i-na ku-bur-na-at ú-sà-na-aq-šu-ma ANŠE.ḪI.A ša en-nam-a-šur SÍG.ḪI.A a-na tù-ku-ub-tù ú-šé-ru-ú i-na ri-iš SÍG.ḪI.A ša i-ša-qú-lu-šu-ni 6.66666 ma-na KÙ.BABBAR li-tí SIG5 ì-lí-dan DUMU i-dí-a-šur a-na en-um-a-šur i-ša-qal šu-ma i-na ri-iš ša-áp-tám a-na ša ki-ma en-um-a-šùr ì-lí-dan lá iš-qú-ul 1.5 GÍN.TA i-na ITU.1.KAM ṣí-ib-tám a-na 1 ma-na-im ú-ṣa-áb KIŠIB šu-a-nim DUMU a-ku-za KIŠIB en-um-a-šur DUMU MAN.IŠTAR KIŠIB {d}UTU-ba-ni a-ḫi-šu KIŠIB a-šur-i-mì-tí KIŠIB a-lá-ḫi-im DUMU en-nu-da-gan 2 ma-na 15 GÍN KÙ.BABBAR SIG5 i-ṣé-er {d}UTU-ba-ni DUMU PUZUR4.IŠTAR i-dí-a-šùr i-šu ITU ku-zal-li li-mu-um a-lá-ḫu-um 1 ma-na 7.5 GÍN KÙ.BABBAR a-na ITU.8.KAM i-ša-qal ù 1 ma-na 7.5 GÍN a-na ITU.10+4.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ú-ṣa-áb 4.66666 ma-na 5 GÍN KÙ.BABBAR ḫu-bu-ul i-ṭí-ib-ší-na-tí ù tap-pá-e-šu ṭup-pé ḫa-ru-mu-tim i-na ku-bu-ur-na-at e-zi-ib,6b
4280,934614c3-ecfc-4ecd-897c-78ce45c055d6,Cuneiform Tablet Kt 94/k 1629 (AKT 6e 888),Kt 94/k 1629,<gap> ù sà-ḫe-er-tám ša ḫa-tim a-na ḫa-ra-an sú-ki-nim a-na e-ra-bi-ni li ik nim Ì.GIŠ sà-ar-dam bi ma tù-ub-ša <gap> le-qé-a-nim a-dí <gap> lá tù-us-tí-<gap> ba-ni-<gap> li-<gap> ta-aḫ-sí-sà-tí-ku-nu le-qé-a-ni-ma,6e
4282,9350a297-15d7-4564-9d0b-f00f0a0338db,Cuneiform Tablet Kt 92/k 146 (AKT 8 142),Kt 92/k 146,1 me-at NINDA a-mur-IŠTAR 1 me-at NINDA a-šur-mì-tì 1 me-at NINDA tù-pì-zi 1 me-at NINDA šu-ku-bu-um 50 NINDA a-lá-ḫu-um 50 NINDA en-na-be-lí 1 me-at NINDA a-šur-i-mì-tí DUMU a-ta-a 1 me-at NINDA PUZUR4-{d}a-šùr 50 NINDA šál-ma-a-šùr 50 NINDA im-dí-DINGIR 50 NINDA DUMU ḫa-lá-bi4-im 50 NINDA bu-zu-zu-um 50 NINDA lá-qé-ep 1 me-at NINDA kur-ub-IŠTAR 1 me-at NINDA a-šur-ma-lik 50 NINDA a-šùr-ṣú-lu-li 50 NINDA a-ni-num 50 NINDA a-šur-SIPA 1 me-at NINDA a-šur-na-da 50 NINDA en-nam-a-šur DUMU a-ḫi-a,8
4283,935c5868-cbd3-4980-96c1-39400bd384dc,Cuneiform Tablet Kt 94/k 824 (AKT 6b 371),Kt 94/k 824,um-ma ku-zi-zi-a-ma a-na ku-ku-a ú en-um-a-šùr 1.5 ma-na KÙ.BABBAR ša ma-nu-um-ki-ì-lí ub-lá-ni KÙ.BABBAR ma-sú-ùḫ nu-ṣa-id-ma 5 GÍN im-ṭí-ma 1 ṭup-pu-um ša 2.6666600000000003 ma-na KÙ.BABBAR 1 ṭup-pu-um ša 0.33333 ma-na 2.5 GÍN KÙ.BABBAR ša ma-nu-um-ki-ì-lí ma-nu-um-ki-a-šùr lá-šu-ma ša ki-ma šu-a-tí 0.33333 ma-na 2.5 GÍN KÙ.BABBAR ṣí-ib-tám il5-qé-ú ŠU.NÍGIN 3.33333 ma-na 5 GÍN KÙ.BABBAR i-ší-qí-il5 ŠÀ.BA 2 ma-na LÁ 5 GÍN KÙ.BABBAR a-na-na a-ma-at en-um-a-šùr ta-áš-qú-ul ŠÀ.BA 0.83333 ma-na KÙ.BABBAR ṣa-ru-pu-um a-na ma-lá tí-ir-tí-ku-nu ṭup-pu-um ša IŠTAR-lá-ma-sí ù ma-nu-um-ki-ì-lí ni-il5-pu-ut iš-tù ḫa-mu-uš-tim ša i-na-a DUMU a-mu-ra-a ITU.1.KAM a-lá-na-tim ṭup-pu-um a-na a-na-na a-dí-in 20 bi4-lá-tim SÍG.ḪI.A É ma-nu-ki-a-šur nu-šé-ṣí-a-ma a-na ma-lá tí-ir-tí-ku-nu a-mì-ša-am na-áš-ú-ni-ku-nu-tí ṭup-pu-um ù sí-kà-an-LUGAL É ma-nu-ki-a-šùr nu-šé-ṣí-a-ma a-na IŠTAR-lá-ma-sí ni-dí-in a-na en-um-a-šùr qí-bi4-ma ḫa-ra-ni a-na wa-aḫ-šu-ša-na a-ta-lá-ak wa-dí a-ḫi a-ta me-er-i a-ta a-na tí-ir-tí-kà ša ta-áš-pu-ra-ni um-ma a-ta-ma <gap> a-na wa-aḫ-šu-ša-na a-ša-pár-ra-ma URUDU ú-šu-ru-ni-kum u4-ma-ma tí-ir-ta-kà li-li-kam-ma URUDU lu-šé-ru-nim a-na KÙ.BABBAR lu-ta-e-er-ma ma-aḫ-ri-kà lá-áš-ku-un-ma a-ta-ma a-li ma-lá-ki-im mì-li-ik <gap> ḫa-li-iq URUDU da <gap> bu ú-kà-al lá i-<gap> a-na-kam ṭup-pu-um <gap> ri-im sà-ḫi-ir-<gap> ṭup-pá-am ú-kà-al ša URUDU i-ša-qú-lu-ni-ni i-ḫi-id-ma tí-ir-ta-kà a-ṣé-ri-a li-li-kam ù en-um-a-šùr a-ṣé-ri-a šé-ri-a-am pì-ri-kà-ni a-na nu-a-im i-dí-in-ma šu-ma i-tí-ki-ir,6b
4284,935e4153-0e14-4f64-a843-b362b47fb5e6,Cuneiform Tablet Kt 94/k 1708 (AKT 6d 776),Kt 94/k 1708,a-na lu-zi-na ù li-ip-ta-nim qí-bi4-ma um-ma a-šur-GAL-ma a-na lu-zi-na qí-bi4-ma 0.66666 ma-na 6.25 GÍN KÙ.BABBAR iš-tù li-mì-im šu-sú-in i-na li-bi-kà a-dí-i IGI a-šur-GAL DUMU a-sú-a IGI šu-sú-in a-ḫi-kà IGI ša-lim-a-ḫi-im i-na É-tí-kà ni-kà-sí ni-sí KÙ.BABBAR a-na li-ip-ta-nim dí-in-ma ší-ma-am ša ba-lá-ṭí-a li-il5-qé-am ḫa-nu-nu ṣa-áb-ta-ma 1 ma-na 1 GÍN KÙ.BABBAR ša-áš-qí-lá-šu ú-mu-šu ma-al-ú,6d
4288,93e5cc0e-f71b-4198-8f41-3ca958ef74c0,Cuneiform Tablet Kt 94/k 628 (AKT 6e 872),Kt 94/k 628,62 ku-ta-ni a-na ir-i-bi-im ù šé-ep-IŠTAR e-zi-ib ŠÀ.BA 30 ku-ta-ni a-na šu-pu-nu-ma-an ni-dí-in 5 TÚG a-na ra-dí-im iš-ḫi-a-ni-tí-im 11 ku-ta-ni i-na na-ru-qá-tim du-ur-kà-ma a-šu-mì da-dí-a e-ez-ba a-dí tí-ir-tí i-lá-kà-ni ší-tí ku-ta-ni-a 16 TÚG i-ší-tù-nim wa-ar-ki-a-ma a-na ší-tí-im ma-lá ta-du-nu-šu-ni a-ṣé-ri-a šé-bi-lá-šu-nu,6e
4289,93fde8dd-5a59-410d-839f-be47069faa71,Cuneiform Tablet Kt 91/k 460 (AKT 8 71),Kt 91/k 460,40 ma-na URUDU KI i-ku-pí-a-šur DUMU šu-IŠTAR 1 ma-na-am 12 GÍN i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.1.KAM na-ar-ma-ak a-šur li-mu-um šu-ḫu-bur 37.33333 ma-na URUDU KI DINGIR-ba-ni DUMU ib-ni-lí 1 ma-na 15 GÍN KÙ.BABBAR iš-tí šál-ma-a-šur DUMU up-ḫa-qí-im lu i-na a-lim{ki} lu i-na GÁN-lim a-le ni-na-mu-ru i-ša-qal 0.5 ma-na KÙ.BABBAR KI a-šur-SIPA 1 ma-na um 10 GÍN.TA ṣí-ib-tám ú-ṣa-áb re-eš15 ITU.KAM ḫu-bu-ur li-mu-um šu-ḫu-bur 18 GÍN KÙ.BABBAR iš-tí i-zi-iz-mì-šar ITU.KAM ma-ḫu-ur-ì-lí a-na 6 ITU.KAM i-ša-qal li-mu-um šu-ḫu-bur 9 ma-na 10 GÍN URUDU iš-tí en-nam-ì-lí DUMU du-uk-ší-im 9 ma-na URUDU iš-tí ib-ni-{d}IŠKUR ma-za-zi-im 20 ma-na URUDU iš-tí šu-be-lim DUMU da-a-a 0.66666 ma-na KÙ.BABBAR be-ú-lá-at a-šur-SIPA DUMU i-dí-IŠTAR,8
4290,941d2c79-fd8e-494c-9016-1a3119fbd1d2,Cuneiform Tablet Kt 94/k 605 (AKT 6d 790),Kt 94/k 605,KIŠIB šu-be-lim DUMU i-dí-a-bi4-im a-na i-ku-nim DUMU {d}UTU-ba-ni e-ni-iš-ta-ri-im ù a-lu-wa,6d
4291,943574be-1b8b-4df6-a4d0-df05e12256b0,Cuneiform Tablet Kt 94/k 1676 (AKT 6c 545),Kt 94/k 1676,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG5-pí-a-šur-ma a-dí tí-sú-bi ša e-na-nim 10 GÍN KÙ.BABBAR ša ILLAT-tim ša IGI ú-ṣú-ra-nim iz-ku-a-ni 10 GÍN KÙ.BABBAR i-na KÙ.BABBAR-pì-a ša e-zi-ba-ku-ni šu-qú-ul-šu-ma ù ší-be šu-ku-šum a-na-kam iṣ-ba-tá-ni-ma um-ma šu-ut-ma KÙ.BABBAR dí-nam um-ma a-na-ku-ma <gap> ta-aṣ-<gap> KÙ.BABBAR ta-lá-qé,6c
4293,944e12bc-6bd1-4572-bffc-0891414d99c4,Cuneiform Tablet Kt 91/k 390 (AKT 8 61),Kt 91/k 390,KIŠIB PUZUR4-{d}EN.ZU KIŠIB šu-bé-lim KIŠIB <gap> 1 GÚ LÁ 10 ma-na URUDU i-ṣé-er PUZUR4-{d}EN.ZU e-lá-ma i-šu i-na ad-ri-im i-ša-qal URUDU ta-pá-ša-ta-i-am za-ak-wa-am šu-ma i-na ú-me-šu lá iš-qú-ul ki-ma a-wa-at kà-ri-im tù-ur-ḫu-mì-it ṣí-ib-ta-am ú-ṣa-áb 10 GÍN KÙ.BABBAR a-ḫa-ma i-na ku-bu-ur ú-ṭí-tí-im i-na kà-ni-iš i-ša-qal šu-ma lá iš-qú-ul i tù-ur-ḫu-mì-it i-ṣé-ri-šu a-lá-qé,8
4294,94599947-73e5-4535-8146-1a5787dad252,Cuneiform Tablet Kt 94/k 642 (AKT 6b 301),Kt 94/k 642,um-ma a-šur-DU10-ma a-na a-na-na qí-bi-ma 16 GÍN KÙ.BABBAR ša tù-šé-bi-lá-ni ší-im li-bi4-šu šu-ut-ma iš-a-am la iš-e-li sà-áp-tí-nu-um i-na ra-mì-ni-a ú-ba-la-am,6b
4296,94baedd8-2856-45eb-9d4c-86e466680da4,Cuneiform Tablet Kt 94/k 1610 (AKT 6b 450),Kt 94/k 1610,a-na en-um-a-šur ù a-lá-ḫi-im qí-bi-ma um-ma šu-{d}DUMU.ZI-ma šu-ma a-ḫu-ú-a a-tù-nu-ma ta-ra-a-ma-ni ki-ma a-na-ku a-na-kam ki-ma ku-nu-tí am-ta-ḫu-ṣú-ma a-na a-wa-tí-ku-nu a-za-zu 26 ma-na KÙ.BABBAR É a-<gap> a-dí-šu ú a-ni-<gap> 2 né-nu na-al-pu-ta-ni a-ša-me-ma e-pì-iš-tí a-we-lim ša-aḫ-lá-at šu-ma a-we-lúm É-tám i-šu-ma na-ru-qú-šu šál-ma-at a-ni-tum lá a-ni-tum tí-ir-ta-ak-nu za-ku-tum li-li-kam šu-ma a-we-lam5 ta-da-ga-lá-ma lá i-dum ki-ma i-a-tí mì-ta-aḫ-ṣa-ma ša <gap> ku <gap>,6b
4297,94f7e675-296b-44cb-97d7-beac1af4037d,Cuneiform Tablet Kt 94/k 1081 (AKT 6c 718),Kt 94/k 1081,10 GÍN KÙ.BABBAR ša a-lá-ḫi-im i li-be a-ni-na,6c
4298,9506ffe6-93e8-443a-9aae-f562614216cc,Cuneiform Tablet Kt 94/k 1618 (AKT 6e 963),Kt 94/k 1618,21.33333 ma-na KÙ.BABBAR ku-nu-ki-ni a-na ḫi-na-a ni-ip-qí-id IGI šu-IŠTAR DUMU lu-zi-na IGI en-na-nim DUMU am-ri-a,6e
4305,95c82565-b89e-48f0-b35a-fcece1abe0ab,Cuneiform Tablet Kt 94/k 1119 (AKT 6e 1060),Kt 94/k 1119,1 ma-na 14.5 GÍN KÙ.BABBAR ik-ri-bu ša {d}MAR.TU {d}IM ša-ra-ma-té-en {d}EN.ZU {d}KAL ša ṭá-ra-dim {d e-lim e-a ù mì-ší-ri-im la-ma-sí-im a-na ù pá-bi4-il5-ša-an ù a-ḫa-ma 4.75 GÍN KÙ.BABBAR ik-ri-bu ša <gap> NI TIM i li-bi4-a 1.5 ma-na 0.33333 GÍN KÙ.BABBAR ik-ri-bu ša {d}a-šùr a-na a-šur-GAL DUMU ma-nu-um-šu-um-šu e-zi-ib-ma i-ta-ak-ra-ni i-li i-ṣé-ri-a i-šu,6e
4307,9598a20e-df54-4ca1-a231-b53046a62190,Cuneiform Tablet Kt 94/k 1268 (AKT 6e 1078),Kt 94/k 1268,6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI ku-lá-ba šu-pu-na-aḫ-šu ù ḫa-nu-nu 6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI be-lúm-ba-ni DUMU kà-sí-a 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-mur-IŠTAR DUMU šál-ma-a-šur 5 ma-na KÙ.BABBAR li-tí KI šé-ep-IŠTAR DUMU a-lá-ḫi-im 1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-IŠTAR DUMU šu-ki-tim 0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am KI en-um-{d}IM DUMU a-šur-ma-lik 6.66666 ma-na 8 GÍN KÙ.BABBAR ṣa-ru-pá-am KI en-na-sú-in DUMU i-dí-a-bi4-im 2 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI i-ri-ší-im DUMU a-mur-{d}UTU 2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI i-ku-pí-a DUMU a-šur-ba-ni 0.66666 ma-na KÙ.BABBAR li-tí KI i-lá-li-iš-kán ù šu-pu-na-aḫ-šu 2 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-lu-wa 0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at lu-lu DUMU a-šur-iš-tí-kál 1 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at šu-IŠTAR DUMU šu-ki-tim 1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-ma-li-ba-a-šur 5.5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI na-na-a 10 GÍN KÙ.BABBAR li-tí KI a-šur-GAL DUMU lá-qé-ep 0.66666 ma-na KÙ.BABBAR li-tí ṣa-ru-pá-am KI šu-IŠTAR 0.33333 ma-na 1 GÍN KÙ.BABBAR li-tí KI a-šé-ed ù a-dí-a me-er-i-šu 1.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI DINGIR-mu-ta-bi4-il5 DUMU a-mur-IŠTAR 20 ma-na URUDU ma-sí-a-am KI tù-ta-a DUMU a-na-aḫ-DINGIR 1.8333300000000001 ma-na 4 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-šur-ta-ak-lá-ku DUMU i-ku-nim 0.5 ma-na 1.8333300000000001 GÍN li-tí KI wa-al-dí-DINGIR DUMU šu-be-lim 0.83333 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-mur-a-šur DUMU a-bi-a 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at ib-ni-{d}IM 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI i-ku-pì-a-šur DUMU PUZUR4.IŠTAR 10 2.5 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-mur-{d}UTU DUMU šu-a-nim 0.5 ma-na 1.5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-bu-ša-lim 1 ma-na 7.5 GÍN KÙ.BABBAR KI a-ta-ta DUMU e-na-nim 3.83333 ma-na 5.5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-mur-{d}UTU DUMU šu-a-nim 1.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-mur-{d}UTU DUMU šu-a-nim 0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at ki-zi-e 1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-bu-ša-lim 2 ma-na 16 GÍN ḫu-sà-ra-am SIG5 ša ik-ri-be ša a-šur 45 ku-ta-ni qá-tám 30 ma-na AN.NA ù 2 ANŠE ṣa-lá-mì ù ú-nu-sú-nu DAM.GÀR a-na šu-IŠTAR DUMU šu-ki-tim i-dí-in 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-pu-nu-ma-an 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI šu-be-lim DUMU ku-zi-zi-a 2 ma-na 4 GÍN KÙ.BABBAR ṣa-ru-pá-am KI šu-IŠTAR DUMU a-šur-lá-ma-sí 12 GÍN KÙ.BABBAR ṣa-ru-pá-am KI e-na-a-šur DUMU e-ra-dí 0.5 ma-na 2.5 GÍN KÙ.BABBAR KI a-mur-IŠTAR,6e
4308,95ee073d-38c1-42d4-8366-b811612fdbf5,Cuneiform Tablet Kt 94/k 794 (AKT 6c 643),Kt 94/k 794,a-na a-lá-ḫi-im qí-bi-ma um-ma a-mu-ur-ša-ra-sú ù šu-{d}EN.LÍL-ma a ma-lá a-šur-{d}UTU-ši ù da-da-a iš-pu-ru-ni-ku-ni a-na-kam a-na-ku ù šu-{d}EN.LÍL lá <gap> ni-ma iš-pu-ru-ni-ku-um a ma-lá a-we-lu iš-pu-ru-ni-ku-ni šu-ma a-wa-tum tí-ir-ta-kà li-li-kam-ma a-wi-lam KÙ.BABBAR lu nu-ša-áš-qí-il5 iš-tí a-li-ki-im pá-ni-e-ma i-ḫi-id-ma tí-ir-ta-kà li-li-kam a-na kà-lá KÙ.BABBAR lá-qá-im ú-za-kà lá i-ba-ší ku-ra-<gap> lá i-ša-qal a-<gap>-mì-kà,6c
4309,95fb81dc-45cf-46fc-b5f3-b367dc917408,Cuneiform Tablet Kt 94/k 994 (AKT 6c 710),Kt 94/k 994,<gap> ú a-lá-ḫi-im iš-tù ḫa-muš-tim ša i-tur4-DINGIR ITU.KAM ma-ḫu-ur-ì-lí li-mu-um e-na-sú-in iš-qú-lu-nim IGI a-ḫu-qar DUMU šu-IŠTAR IGI a-šur-du-gul DUMU pì-lá-aḫ-IŠTAR IGI a-ni-na DUMU MAN-a-na,6c
4310,96149154-2fd9-4c5e-afb2-f8215a0369a1,Cuneiform Tablet Kt 91/k 544 (AKT 8 242),Kt 91/k 544,<gap> ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ì-lí-a-lim šu-IŠTAR i-šu IGI ì-lí-dan DUMU id-na-a-šur IGI i-ku-pí-a-šur DUMU PUZUR4-iš8-tár IGI šu-ku-bi-im i-na <gap> lu iš-tù ku-bu-ur-na-at ú-šé-ba-lam lu i-na ba-a-áb-tí-šu a-lá-qé ší-tí KÙ.BABBAR a-na ṣí-ib-tim a-la-qé-ma KÙ.BABBAR ù ṣí-ba-sú ì-lí-a-lim ú-ma-lá,8
4312,962fdfaf-4e96-4f2b-8f5b-09581f96f010,Cuneiform Tablet Kt 94/k 1405 (AKT 6c 646),Kt 94/k 1405,um-ma šu-IŠTAR-ma a-na zi-zi-zi-i ù IŠTAR-lá-ma-sí qí-bi4-ma 10 GÍN AN.NA a-nu-pí-a na-áš-a-ku-nu-tí um-mì a-tí e-lá-nu-ki ma-ma-an lá i-šu ṣú-ùḫ-ra-am lá tù-me-sí a-ṣé-er <gap> ú a-nu-pì-a <gap> ga <gap>-zi-ik <gap> DUG ar-ša-tim li-dí-na-ki-NU-tí ú-dí a-na-ma a-na-kam ú-ša-ḫi-sú ú a-tí a-wa-tim ša nu-a-im 3 GÍN KÙ.BABBAR ša e-zi-bu KÙ.BABBAR lu a-na-ku áš-qúl lu a-bu-ša-lim iš-qúl tí-ir-ta-ku-nu li-li-kam,6c
4313,966f1e80-11dc-47c4-8f67-db4b2afd1c90,Cuneiform Tablet Kt 92/k 130 (AKT 8 305),Kt 92/k 130,1 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a ni-sà-ba tù-ra-mì-ili5 i-šu iš-tù ḫa-mu-uš-tim ša DINGIR-na-da a-2 ITU.KAM a-na kà-né-eš ú-šé-ba-lam 1.5 GÍN.TA a-1-ma-na-im i ITU.KAM ú-ṣa-áb IGI na-áb-sú-in IGI šu-ku-bi4-im,8
4315,9676573d-7242-4ee0-a393-fea152d64de9,Cuneiform Tablet Kt 92/k 135 (AKT 8 332),Kt 92/k 135,<gap> GÍN KÙ.BABBAR a-na du-li i-na ú-lá-ma a-dí-in um-ma šu-ut-ma ku-ta-nam ú-šé-ba-lá-kum 1.3333300000000001 ma-na KÙ.BABBAR KI ḫa-lu-a <gap>,8
